time,Gross Domestic Product (Expenditure) current basic prices index SA,Gross Domestic Product (Income) chained volume index: SA,Gross Domestic Product (Income) current basic prices index SA,Gross Domestic Product (Expenditure) chained volume index: SA,Gross Domestic Product: Year on Year growth: CVM SA %,Gross Domestic Product: Quarter on Quarter growth: CVM SA %,Gross Domestic Product: quarter on quarter growth rate: CP SA %,Gross Domestic Product: q-on-q4 growth quarter growth: CP SA %,Gross Domestic Product: q-on-q4 growth rate CVM SA %,Gross Domestic Product (Income) current basic prices: aligned: SA £m,Gross Domestic Product (Expenditure) chained volume measure SA £m,Gross Domestic Product (Expenditure) current basic prices: aligned:SA £m,Gross Domestic Product at market prices: CP: NSA £m,Gross Domestic Product index: Current price: Seasonally adjusted,Gross Domestic Product: chained volume measures: Seasonally adjusted £m,Gross Domestic Product at market prices: Current price: Seasonally adjusted £m,Gross Domestic Product at market prices:Implied deflator:SA 2017=100,"Gross Domestic Product at market prices, q-on-q4 growth: CP: NSA £m","Gross Domestic Product at market prices, q-on-q1 growth: CP: NSA £m",measure,measure_value
1995,43.7,64.4,43.7,64.4,2.5,NA,NA,NA,NA,767205.0,1130333.0,767205.0,846536.0,43.0,1260065.0,846536.0,65.7304,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,0.8
1996,46.7,65.9,46.7,65.9,2.5,NA,NA,NA,NA,820116.0,1157362.0,820116.0,903432.0,45.9,1292011.0,903432.0,68.4142,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.9
1996,46.7,65.9,46.7,65.9,2.5,NA,NA,NA,NA,820116.0,1157362.0,820116.0,903432.0,45.9,1292011.0,903432.0,68.4142,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,77.7
1996,46.7,65.9,46.7,65.9,2.5,NA,NA,NA,NA,820116.0,1157362.0,820116.0,903432.0,45.9,1292011.0,903432.0,68.4142,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,84.8
1996,46.7,65.9,46.7,65.9,2.5,NA,NA,NA,NA,820116.0,1157362.0,820116.0,903432.0,45.9,1292011.0,903432.0,68.4142,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,1.5
1997,48.8,68.7,48.8,68.7,4.3,NA,NA,NA,NA,857444.0,1205853.0,857444.0,948953.0,48.2,1347478.0,948953.0,68.905,NA,NA,GVA per hour worked: GOR North West & Merseyside (Index UK=100),90.9
1997,48.8,68.7,48.8,68.7,4.3,NA,NA,NA,NA,857444.0,1205853.0,857444.0,948953.0,48.2,1347478.0,948953.0,68.905,NA,NA,GVA per hour worked: GOR Yorkshire & Humberside (Index UK=100),89.0
1997,48.8,68.7,48.8,68.7,4.3,NA,NA,NA,NA,857444.0,1205853.0,857444.0,948953.0,48.2,1347478.0,948953.0,68.905,NA,NA,GVA per hour worked: GOR East Midlands (Index UK=100),91.7
1997,48.8,68.7,48.8,68.7,4.3,NA,NA,NA,NA,857444.0,1205853.0,857444.0,948953.0,48.2,1347478.0,948953.0,68.905,NA,NA,GVA per hour worked: GOR West Midlands (Index UK=100),90.8
1997,48.8,68.7,48.8,68.7,4.3,NA,NA,NA,NA,857444.0,1205853.0,857444.0,948953.0,48.2,1347478.0,948953.0,68.905,NA,NA,GVA per hour worked: GOR East (Index UK=100),102.2
1997,48.8,68.7,48.8,68.7,4.3,NA,NA,NA,NA,857444.0,1205853.0,857444.0,948953.0,48.2,1347478.0,948953.0,68.905,NA,NA,GVA per hour worked: GOR London (Index UK=100),126.5
1997,48.8,68.7,48.8,68.7,4.3,NA,NA,NA,NA,857444.0,1205853.0,857444.0,948953.0,48.2,1347478.0,948953.0,68.905,NA,NA,GVA per hour worked: GOR South East (Index UK=100),110.1
1997,48.8,68.7,48.8,68.7,4.3,NA,NA,NA,NA,857444.0,1205853.0,857444.0,948953.0,48.2,1347478.0,948953.0,68.905,NA,NA,GVA per hour worked: GOR South West (Index UK=100),93.8
1997,48.8,68.7,48.8,68.7,4.3,NA,NA,NA,NA,857444.0,1205853.0,857444.0,948953.0,48.2,1347478.0,948953.0,68.905,NA,NA,GVA per hour worked: GOR England (Index UK=100),101.6
1997,48.8,68.7,48.8,68.7,4.3,NA,NA,NA,NA,857444.0,1205853.0,857444.0,948953.0,48.2,1347478.0,948953.0,68.905,NA,NA,GVA per hour worked: GOR Wales (Index UK=100),88.9
1997,48.8,68.7,48.8,68.7,4.3,NA,NA,NA,NA,857444.0,1205853.0,857444.0,948953.0,48.2,1347478.0,948953.0,68.905,NA,NA,GVA per hour worked: GOR Scotland (Index UK=100),93.8
1997,48.8,68.7,48.8,68.7,4.3,NA,NA,NA,NA,857444.0,1205853.0,857444.0,948953.0,48.2,1347478.0,948953.0,68.905,NA,NA,GVA per hour worked: GOR North East (Index UK=100),88.8
1997,48.8,68.7,48.8,68.7,4.3,NA,NA,NA,NA,857444.0,1205853.0,857444.0,948953.0,48.2,1347478.0,948953.0,68.905,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,1.7
1997,48.8,68.7,48.8,68.7,4.3,NA,NA,NA,NA,857444.0,1205853.0,857444.0,948953.0,48.2,1347478.0,948953.0,68.905,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,79.6
1997,48.8,68.7,48.8,68.7,4.3,NA,NA,NA,NA,857444.0,1205853.0,857444.0,948953.0,48.2,1347478.0,948953.0,68.905,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,86.3
1997,48.8,68.7,48.8,68.7,4.3,NA,NA,NA,NA,857444.0,1205853.0,857444.0,948953.0,48.2,1347478.0,948953.0,68.905,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,2.4
1997,48.8,68.7,48.8,68.7,4.3,NA,NA,NA,NA,857444.0,1205853.0,857444.0,948953.0,48.2,1347478.0,948953.0,68.905,NA,NA,GVA per hour worked: GOR Northern Ireland Index UK=100),87.9
1998,50.9,71.1,50.9,71.1,3.3,NA,NA,NA,NA,893067.0,1248543.0,893067.0,991238.0,50.3,1392501.0,991238.0,69.6454,NA,NA,GVA per hour worked: GOR North West & Merseyside (Index UK=100),94.0
1998,50.9,71.1,50.9,71.1,3.3,NA,NA,NA,NA,893067.0,1248543.0,893067.0,991238.0,50.3,1392501.0,991238.0,69.6454,NA,NA,GVA per hour worked: GOR Yorkshire & Humberside (Index UK=100),90.2
1998,50.9,71.1,50.9,71.1,3.3,NA,NA,NA,NA,893067.0,1248543.0,893067.0,991238.0,50.3,1392501.0,991238.0,69.6454,NA,NA,GVA per hour worked: GOR East Midlands (Index UK=100),90.5
1998,50.9,71.1,50.9,71.1,3.3,NA,NA,NA,NA,893067.0,1248543.0,893067.0,991238.0,50.3,1392501.0,991238.0,69.6454,NA,NA,GVA per hour worked: GOR West Midlands (Index UK=100),91.2
1998,50.9,71.1,50.9,71.1,3.3,NA,NA,NA,NA,893067.0,1248543.0,893067.0,991238.0,50.3,1392501.0,991238.0,69.6454,NA,NA,GVA per hour worked: GOR East (Index UK=100),101.3
1998,50.9,71.1,50.9,71.1,3.3,NA,NA,NA,NA,893067.0,1248543.0,893067.0,991238.0,50.3,1392501.0,991238.0,69.6454,NA,NA,GVA per hour worked: GOR London (Index UK=100),124.2
1998,50.9,71.1,50.9,71.1,3.3,NA,NA,NA,NA,893067.0,1248543.0,893067.0,991238.0,50.3,1392501.0,991238.0,69.6454,NA,NA,GVA per hour worked: GOR South East (Index UK=100),111.0
1998,50.9,71.1,50.9,71.1,3.3,NA,NA,NA,NA,893067.0,1248543.0,893067.0,991238.0,50.3,1392501.0,991238.0,69.6454,NA,NA,GVA per hour worked: GOR South West (Index UK=100),93.6
1998,50.9,71.1,50.9,71.1,3.3,NA,NA,NA,NA,893067.0,1248543.0,893067.0,991238.0,50.3,1392501.0,991238.0,69.6454,NA,NA,GVA per hour worked: GOR England (Index UK=100),101.8
1998,50.9,71.1,50.9,71.1,3.3,NA,NA,NA,NA,893067.0,1248543.0,893067.0,991238.0,50.3,1392501.0,991238.0,69.6454,NA,NA,GVA per hour worked: GOR Wales (Index UK=100),87.4
1998,50.9,71.1,50.9,71.1,3.3,NA,NA,NA,NA,893067.0,1248543.0,893067.0,991238.0,50.3,1392501.0,991238.0,69.6454,NA,NA,GVA per hour worked: GOR Scotland (Index UK=100),94.1
1998,50.9,71.1,50.9,71.1,3.3,NA,NA,NA,NA,893067.0,1248543.0,893067.0,991238.0,50.3,1392501.0,991238.0,69.6454,NA,NA,GVA per hour worked: GOR North East (Index UK=100),88.1
1998,50.9,71.1,50.9,71.1,3.3,NA,NA,NA,NA,893067.0,1248543.0,893067.0,991238.0,50.3,1392501.0,991238.0,69.6454,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.8
1998,50.9,71.1,50.9,71.1,3.3,NA,NA,NA,NA,893067.0,1248543.0,893067.0,991238.0,50.3,1392501.0,991238.0,69.6454,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,81.8
1998,50.9,71.1,50.9,71.1,3.3,NA,NA,NA,NA,893067.0,1248543.0,893067.0,991238.0,50.3,1392501.0,991238.0,69.6454,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,86.9
1998,50.9,71.1,50.9,71.1,3.3,NA,NA,NA,NA,893067.0,1248543.0,893067.0,991238.0,50.3,1392501.0,991238.0,69.6454,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,2.8
1998,50.9,71.1,50.9,71.1,3.3,NA,NA,NA,NA,893067.0,1248543.0,893067.0,991238.0,50.3,1392501.0,991238.0,69.6454,NA,NA,GVA per hour worked: GOR Northern Ireland Index UK=100),82.6
1999,52.7,73.5,52.7,73.5,3.2,NA,NA,NA,NA,924758.0,1290259.0,924758.0,1031158.0,52.4,1437253.0,1031158.0,70.2023,NA,NA,GVA per hour worked: GOR North West & Merseyside (Index UK=100),94.0
1999,52.7,73.5,52.7,73.5,3.2,NA,NA,NA,NA,924758.0,1290259.0,924758.0,1031158.0,52.4,1437253.0,1031158.0,70.2023,NA,NA,GVA per hour worked: GOR Yorkshire & Humberside (Index UK=100),90.1
1999,52.7,73.5,52.7,73.5,3.2,NA,NA,NA,NA,924758.0,1290259.0,924758.0,1031158.0,52.4,1437253.0,1031158.0,70.2023,NA,NA,GVA per hour worked: GOR East Midlands (Index UK=100),89.0
1999,52.7,73.5,52.7,73.5,3.2,NA,NA,NA,NA,924758.0,1290259.0,924758.0,1031158.0,52.4,1437253.0,1031158.0,70.2023,NA,NA,GVA per hour worked: GOR West Midlands (Index UK=100),94.1
1999,52.7,73.5,52.7,73.5,3.2,NA,NA,NA,NA,924758.0,1290259.0,924758.0,1031158.0,52.4,1437253.0,1031158.0,70.2023,NA,NA,GVA per hour worked: GOR East (Index UK=100),102.3
1999,52.7,73.5,52.7,73.5,3.2,NA,NA,NA,NA,924758.0,1290259.0,924758.0,1031158.0,52.4,1437253.0,1031158.0,70.2023,NA,NA,GVA per hour worked: GOR London (Index UK=100),121.3
1999,52.7,73.5,52.7,73.5,3.2,NA,NA,NA,NA,924758.0,1290259.0,924758.0,1031158.0,52.4,1437253.0,1031158.0,70.2023,NA,NA,GVA per hour worked: GOR South East (Index UK=100),111.2
1999,52.7,73.5,52.7,73.5,3.2,NA,NA,NA,NA,924758.0,1290259.0,924758.0,1031158.0,52.4,1437253.0,1031158.0,70.2023,NA,NA,GVA per hour worked: GOR South West (Index UK=100),94.8
1999,52.7,73.5,52.7,73.5,3.2,NA,NA,NA,NA,924758.0,1290259.0,924758.0,1031158.0,52.4,1437253.0,1031158.0,70.2023,NA,NA,GVA per hour worked: GOR England (Index UK=100),101.9
1999,52.7,73.5,52.7,73.5,3.2,NA,NA,NA,NA,924758.0,1290259.0,924758.0,1031158.0,52.4,1437253.0,1031158.0,70.2023,NA,NA,GVA per hour worked: GOR Wales (Index UK=100),87.6
1999,52.7,73.5,52.7,73.5,3.2,NA,NA,NA,NA,924758.0,1290259.0,924758.0,1031158.0,52.4,1437253.0,1031158.0,70.2023,NA,NA,GVA per hour worked: GOR Scotland (Index UK=100),93.3
1999,52.7,73.5,52.7,73.5,3.2,NA,NA,NA,NA,924758.0,1290259.0,924758.0,1031158.0,52.4,1437253.0,1031158.0,70.2023,NA,NA,GVA per hour worked: GOR North East (Index UK=100),88.6
1999,52.7,73.5,52.7,73.5,3.2,NA,NA,NA,NA,924758.0,1290259.0,924758.0,1031158.0,52.4,1437253.0,1031158.0,70.2023,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.9
1999,52.7,73.5,52.7,73.5,3.2,NA,NA,NA,NA,924758.0,1290259.0,924758.0,1031158.0,52.4,1437253.0,1031158.0,70.2023,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,83.8
1999,52.7,73.5,52.7,73.5,3.2,NA,NA,NA,NA,924758.0,1290259.0,924758.0,1031158.0,52.4,1437253.0,1031158.0,70.2023,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,87.7
1999,52.7,73.5,52.7,73.5,3.2,NA,NA,NA,NA,924758.0,1290259.0,924758.0,1031158.0,52.4,1437253.0,1031158.0,70.2023,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,2.4
1999,52.7,73.5,52.7,73.5,3.2,NA,NA,NA,NA,924758.0,1290259.0,924758.0,1031158.0,52.4,1437253.0,1031158.0,70.2023,NA,NA,GVA per hour worked: GOR Northern Ireland Index UK=100),80.5
2000,55.6,76.0,55.6,76.0,3.5,NA,NA,NA,NA,976824.0,1335022.0,976824.0,1089341.0,55.3,1486888.0,1089341.0,71.6831,NA,NA,GVA per hour worked: GOR North West & Merseyside (Index UK=100),92.3
2000,55.6,76.0,55.6,76.0,3.5,NA,NA,NA,NA,976824.0,1335022.0,976824.0,1089341.0,55.3,1486888.0,1089341.0,71.6831,NA,NA,GVA per hour worked: GOR Yorkshire & Humberside (Index UK=100),89.6
2000,55.6,76.0,55.6,76.0,3.5,NA,NA,NA,NA,976824.0,1335022.0,976824.0,1089341.0,55.3,1486888.0,1089341.0,71.6831,NA,NA,GVA per hour worked: GOR East Midlands (Index UK=100),88.9
2000,55.6,76.0,55.6,76.0,3.5,NA,NA,NA,NA,976824.0,1335022.0,976824.0,1089341.0,55.3,1486888.0,1089341.0,71.6831,NA,NA,GVA per hour worked: GOR West Midlands (Index UK=100),92.5
2000,55.6,76.0,55.6,76.0,3.5,NA,NA,NA,NA,976824.0,1335022.0,976824.0,1089341.0,55.3,1486888.0,1089341.0,71.6831,NA,NA,GVA per hour worked: GOR East (Index UK=100),101.5
2000,55.6,76.0,55.6,76.0,3.5,NA,NA,NA,NA,976824.0,1335022.0,976824.0,1089341.0,55.3,1486888.0,1089341.0,71.6831,NA,NA,GVA per hour worked: GOR London (Index UK=100),123.1
2000,55.6,76.0,55.6,76.0,3.5,NA,NA,NA,NA,976824.0,1335022.0,976824.0,1089341.0,55.3,1486888.0,1089341.0,71.6831,NA,NA,GVA per hour worked: GOR South East (Index UK=100),110.2
2000,55.6,76.0,55.6,76.0,3.5,NA,NA,NA,NA,976824.0,1335022.0,976824.0,1089341.0,55.3,1486888.0,1089341.0,71.6831,NA,NA,GVA per hour worked: GOR South West (Index UK=100),95.6
2000,55.6,76.0,55.6,76.0,3.5,NA,NA,NA,NA,976824.0,1335022.0,976824.0,1089341.0,55.3,1486888.0,1089341.0,71.6831,NA,NA,GVA per hour worked: GOR England (Index UK=100),101.8
2000,55.6,76.0,55.6,76.0,3.5,NA,NA,NA,NA,976824.0,1335022.0,976824.0,1089341.0,55.3,1486888.0,1089341.0,71.6831,NA,NA,GVA per hour worked: GOR Wales (Index UK=100),88.5
2000,55.6,76.0,55.6,76.0,3.5,NA,NA,NA,NA,976824.0,1335022.0,976824.0,1089341.0,55.3,1486888.0,1089341.0,71.6831,NA,NA,GVA per hour worked: GOR Scotland (Index UK=100),93.2
2000,55.6,76.0,55.6,76.0,3.5,NA,NA,NA,NA,976824.0,1335022.0,976824.0,1089341.0,55.3,1486888.0,1089341.0,71.6831,NA,NA,GVA per hour worked: GOR North East (Index UK=100),88.1
2000,55.6,76.0,55.6,76.0,3.5,NA,NA,NA,NA,976824.0,1335022.0,976824.0,1089341.0,55.3,1486888.0,1089341.0,71.6831,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.2
2000,55.6,76.0,55.6,76.0,3.5,NA,NA,NA,NA,976824.0,1335022.0,976824.0,1089341.0,55.3,1486888.0,1089341.0,71.6831,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,86.5
2000,55.6,76.0,55.6,76.0,3.5,NA,NA,NA,NA,976824.0,1335022.0,976824.0,1089341.0,55.3,1486888.0,1089341.0,71.6831,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,87.9
2000,55.6,76.0,55.6,76.0,3.5,NA,NA,NA,NA,976824.0,1335022.0,976824.0,1089341.0,55.3,1486888.0,1089341.0,71.6831,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,3.2
2000,55.6,76.0,55.6,76.0,3.5,NA,NA,NA,NA,976824.0,1335022.0,976824.0,1089341.0,55.3,1486888.0,1089341.0,71.6831,NA,NA,GVA per hour worked: GOR Northern Ireland Index UK=100),83.8
2001,57.8,78.0,57.8,78.0,2.8,NA,NA,NA,NA,1015239.0,1368994.0,1015239.0,1129443.0,57.3,1529127.0,1129443.0,72.2691,NA,NA,GVA per hour worked: GOR North West & Merseyside (Index UK=100),94.3
2001,57.8,78.0,57.8,78.0,2.8,NA,NA,NA,NA,1015239.0,1368994.0,1015239.0,1129443.0,57.3,1529127.0,1129443.0,72.2691,NA,NA,GVA per hour worked: GOR Yorkshire & Humberside (Index UK=100),90.4
2001,57.8,78.0,57.8,78.0,2.8,NA,NA,NA,NA,1015239.0,1368994.0,1015239.0,1129443.0,57.3,1529127.0,1129443.0,72.2691,NA,NA,GVA per hour worked: GOR East Midlands (Index UK=100),89.7
2001,57.8,78.0,57.8,78.0,2.8,NA,NA,NA,NA,1015239.0,1368994.0,1015239.0,1129443.0,57.3,1529127.0,1129443.0,72.2691,NA,NA,GVA per hour worked: GOR West Midlands (Index UK=100),91.8
2001,57.8,78.0,57.8,78.0,2.8,NA,NA,NA,NA,1015239.0,1368994.0,1015239.0,1129443.0,57.3,1529127.0,1129443.0,72.2691,NA,NA,GVA per hour worked: GOR East (Index UK=100),101.3
2001,57.8,78.0,57.8,78.0,2.8,NA,NA,NA,NA,1015239.0,1368994.0,1015239.0,1129443.0,57.3,1529127.0,1129443.0,72.2691,NA,NA,GVA per hour worked: GOR London (Index UK=100),121.2
2001,57.8,78.0,57.8,78.0,2.8,NA,NA,NA,NA,1015239.0,1368994.0,1015239.0,1129443.0,57.3,1529127.0,1129443.0,72.2691,NA,NA,GVA per hour worked: GOR South East (Index UK=100),110.6
2001,57.8,78.0,57.8,78.0,2.8,NA,NA,NA,NA,1015239.0,1368994.0,1015239.0,1129443.0,57.3,1529127.0,1129443.0,72.2691,NA,NA,GVA per hour worked: GOR South West (Index UK=100),95.6
2001,57.8,78.0,57.8,78.0,2.8,NA,NA,NA,NA,1015239.0,1368994.0,1015239.0,1129443.0,57.3,1529127.0,1129443.0,72.2691,NA,NA,GVA per hour worked: GOR England (Index UK=100),102.0
2001,57.8,78.0,57.8,78.0,2.8,NA,NA,NA,NA,1015239.0,1368994.0,1015239.0,1129443.0,57.3,1529127.0,1129443.0,72.2691,NA,NA,GVA per hour worked: GOR Wales (Index UK=100),86.2
2001,57.8,78.0,57.8,78.0,2.8,NA,NA,NA,NA,1015239.0,1368994.0,1015239.0,1129443.0,57.3,1529127.0,1129443.0,72.2691,NA,NA,GVA per hour worked: GOR Scotland (Index UK=100),92.0
2001,57.8,78.0,57.8,78.0,2.8,NA,NA,NA,NA,1015239.0,1368994.0,1015239.0,1129443.0,57.3,1529127.0,1129443.0,72.2691,NA,NA,GVA per hour worked: GOR North East (Index UK=100),91.7
2001,57.8,78.0,57.8,78.0,2.8,NA,NA,NA,NA,1015239.0,1368994.0,1015239.0,1129443.0,57.3,1529127.0,1129443.0,72.2691,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,1.0
2001,57.8,78.0,57.8,78.0,2.8,NA,NA,NA,NA,1015239.0,1368994.0,1015239.0,1129443.0,57.3,1529127.0,1129443.0,72.2691,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,87.8
2001,57.8,78.0,57.8,78.0,2.8,NA,NA,NA,NA,1015239.0,1368994.0,1015239.0,1129443.0,57.3,1529127.0,1129443.0,72.2691,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,88.8
2001,57.8,78.0,57.8,78.0,2.8,NA,NA,NA,NA,1015239.0,1368994.0,1015239.0,1129443.0,57.3,1529127.0,1129443.0,72.2691,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,1.5
2001,57.8,78.0,57.8,78.0,2.8,NA,NA,NA,NA,1015239.0,1368994.0,1015239.0,1129443.0,57.3,1529127.0,1129443.0,72.2691,NA,NA,GVA per hour worked: GOR Northern Ireland Index UK=100),84.9
2002,60.6,79.7,60.6,79.7,2.5,NA,NA,NA,NA,1064659.0,1399306.0,1064659.0,1182956.0,60.1,1567351.0,1182956.0,73.8436,NA,NA,GVA per hour worked: GOR North West & Merseyside (Index UK=100),93.9
2002,60.6,79.7,60.6,79.7,2.5,NA,NA,NA,NA,1064659.0,1399306.0,1064659.0,1182956.0,60.1,1567351.0,1182956.0,73.8436,NA,NA,GVA per hour worked: GOR Yorkshire & Humberside (Index UK=100),90.3
2002,60.6,79.7,60.6,79.7,2.5,NA,NA,NA,NA,1064659.0,1399306.0,1064659.0,1182956.0,60.1,1567351.0,1182956.0,73.8436,NA,NA,GVA per hour worked: GOR East Midlands (Index UK=100),90.5
2002,60.6,79.7,60.6,79.7,2.5,NA,NA,NA,NA,1064659.0,1399306.0,1064659.0,1182956.0,60.1,1567351.0,1182956.0,73.8436,NA,NA,GVA per hour worked: GOR West Midlands (Index UK=100),90.9
2002,60.6,79.7,60.6,79.7,2.5,NA,NA,NA,NA,1064659.0,1399306.0,1064659.0,1182956.0,60.1,1567351.0,1182956.0,73.8436,NA,NA,GVA per hour worked: GOR East (Index UK=100),101.8
2002,60.6,79.7,60.6,79.7,2.5,NA,NA,NA,NA,1064659.0,1399306.0,1064659.0,1182956.0,60.1,1567351.0,1182956.0,73.8436,NA,NA,GVA per hour worked: GOR London (Index UK=100),123.5
2002,60.6,79.7,60.6,79.7,2.5,NA,NA,NA,NA,1064659.0,1399306.0,1064659.0,1182956.0,60.1,1567351.0,1182956.0,73.8436,NA,NA,GVA per hour worked: GOR South East (Index UK=100),110.5
2002,60.6,79.7,60.6,79.7,2.5,NA,NA,NA,NA,1064659.0,1399306.0,1064659.0,1182956.0,60.1,1567351.0,1182956.0,73.8436,NA,NA,GVA per hour worked: GOR South West (Index UK=100),95.1
2002,60.6,79.7,60.6,79.7,2.5,NA,NA,NA,NA,1064659.0,1399306.0,1064659.0,1182956.0,60.1,1567351.0,1182956.0,73.8436,NA,NA,GVA per hour worked: GOR England (Index UK=100),102.2
2002,60.6,79.7,60.6,79.7,2.5,NA,NA,NA,NA,1064659.0,1399306.0,1064659.0,1182956.0,60.1,1567351.0,1182956.0,73.8436,NA,NA,GVA per hour worked: GOR Wales (Index UK=100),85.1
2002,60.6,79.7,60.6,79.7,2.5,NA,NA,NA,NA,1064659.0,1399306.0,1064659.0,1182956.0,60.1,1567351.0,1182956.0,73.8436,NA,NA,GVA per hour worked: GOR Scotland (Index UK=100),92.0
2002,60.6,79.7,60.6,79.7,2.5,NA,NA,NA,NA,1064659.0,1399306.0,1064659.0,1182956.0,60.1,1567351.0,1182956.0,73.8436,NA,NA,GVA per hour worked: GOR North East (Index UK=100),91.0
2002,60.6,79.7,60.6,79.7,2.5,NA,NA,NA,NA,1064659.0,1399306.0,1064659.0,1182956.0,60.1,1567351.0,1182956.0,73.8436,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,-0.2
2002,60.6,79.7,60.6,79.7,2.5,NA,NA,NA,NA,1064659.0,1399306.0,1064659.0,1182956.0,60.1,1567351.0,1182956.0,73.8436,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,89.9
2002,60.6,79.7,60.6,79.7,2.5,NA,NA,NA,NA,1064659.0,1399306.0,1064659.0,1182956.0,60.1,1567351.0,1182956.0,73.8436,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,88.6
2002,60.6,79.7,60.6,79.7,2.5,NA,NA,NA,NA,1064659.0,1399306.0,1064659.0,1182956.0,60.1,1567351.0,1182956.0,73.8436,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,2.4
2002,60.6,79.7,60.6,79.7,2.5,NA,NA,NA,NA,1064659.0,1399306.0,1064659.0,1182956.0,60.1,1567351.0,1182956.0,73.8436,NA,NA,GVA per hour worked: GOR Northern Ireland Index UK=100),81.7
2003,64.2,82.4,64.2,82.4,3.3,NA,NA,NA,NA,1127457.0,1446720.0,1127457.0,1251847.0,63.6,1619692.0,1251847.0,75.6199,NA,NA,GVA per hour worked: GOR North West & Merseyside (Index UK=100),93.9
2003,64.2,82.4,64.2,82.4,3.3,NA,NA,NA,NA,1127457.0,1446720.0,1127457.0,1251847.0,63.6,1619692.0,1251847.0,75.6199,NA,NA,GVA per hour worked: GOR Yorkshire & Humberside (Index UK=100),91.1
2003,64.2,82.4,64.2,82.4,3.3,NA,NA,NA,NA,1127457.0,1446720.0,1127457.0,1251847.0,63.6,1619692.0,1251847.0,75.6199,NA,NA,GVA per hour worked: GOR East Midlands (Index UK=100),89.3
2003,64.2,82.4,64.2,82.4,3.3,NA,NA,NA,NA,1127457.0,1446720.0,1127457.0,1251847.0,63.6,1619692.0,1251847.0,75.6199,NA,NA,GVA per hour worked: GOR West Midlands (Index UK=100),89.6
2003,64.2,82.4,64.2,82.4,3.3,NA,NA,NA,NA,1127457.0,1446720.0,1127457.0,1251847.0,63.6,1619692.0,1251847.0,75.6199,NA,NA,GVA per hour worked: GOR East (Index UK=100),102.3
2003,64.2,82.4,64.2,82.4,3.3,NA,NA,NA,NA,1127457.0,1446720.0,1127457.0,1251847.0,63.6,1619692.0,1251847.0,75.6199,NA,NA,GVA per hour worked: GOR London (Index UK=100),123.7
2003,64.2,82.4,64.2,82.4,3.3,NA,NA,NA,NA,1127457.0,1446720.0,1127457.0,1251847.0,63.6,1619692.0,1251847.0,75.6199,NA,NA,GVA per hour worked: GOR South East (Index UK=100),111.1
2003,64.2,82.4,64.2,82.4,3.3,NA,NA,NA,NA,1127457.0,1446720.0,1127457.0,1251847.0,63.6,1619692.0,1251847.0,75.6199,NA,NA,GVA per hour worked: GOR South West (Index UK=100),94.9
2003,64.2,82.4,64.2,82.4,3.3,NA,NA,NA,NA,1127457.0,1446720.0,1127457.0,1251847.0,63.6,1619692.0,1251847.0,75.6199,NA,NA,GVA per hour worked: GOR England (Index UK=100),102.1
2003,64.2,82.4,64.2,82.4,3.3,NA,NA,NA,NA,1127457.0,1446720.0,1127457.0,1251847.0,63.6,1619692.0,1251847.0,75.6199,NA,NA,GVA per hour worked: GOR Wales (Index UK=100),85.7
2003,64.2,82.4,64.2,82.4,3.3,NA,NA,NA,NA,1127457.0,1446720.0,1127457.0,1251847.0,63.6,1619692.0,1251847.0,75.6199,NA,NA,GVA per hour worked: GOR Scotland (Index UK=100),92.5
2003,64.2,82.4,64.2,82.4,3.3,NA,NA,NA,NA,1127457.0,1446720.0,1127457.0,1251847.0,63.6,1619692.0,1251847.0,75.6199,NA,NA,GVA per hour worked: GOR North East (Index UK=100),88.8
